,Unnamed: 0,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
115,115,The Vincent Boys,Abbi Glines,71961.0,3844.0,3.96,260,2011.0,True,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Young Adult Romance', 'Realistic Fiction', 'Young Adult Young Adult Contemporary']",0,United States,https://www.goodreads.com//book/show/12900174-the-vincent-boys
116,116,The Queen of Attolia,Megan Whalen Turner,42506.0,3816.0,4.14,362,2006.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Romance', 'Young Adult Young Adult Fantasy', 'Fantasy High Fantasy', 'Childrens', 'Historical Historical Fiction', 'Childrens Middle Grade']",1,,https://www.goodreads.com//book/show/40158.The_Queen_of_Attolia
117,117,Scythe,Neal Shusterman,164568.0,25191.0,4.32,435,2016.0,True,"['Young Adult', 'Fantasy', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Young Adult Young Adult Fantasy', 'Romance', 'Young Adult Teen', 'Death']",11,,https://www.goodreads.com//book/show/28954189-scythe
118,118,The Snow Child,Eowyn Ivey,125369.0,15755.0,3.97,386,2012.0,False,"['Fiction', 'Historical Historical Fiction', 'Fantasy', 'Magical Realism', 'Historical', 'Fantasy Fairy Tales', 'Adult', 'Adult Fiction', 'Book Club', 'Literary Fiction']",8,United States,https://www.goodreads.com//book/show/11250053-the-snow-child
119,119,Sounds of War: Iraq Attack of Thomas Edington,Thomas Ferreolus,71.0,15.0,4.32,246,2013.0,False,[],0,,https://www.goodreads.com//book/show/17863376-sounds-of-war
120,120,The Goldfinch,Donna Tartt,757390.0,63108.0,3.92,771,2013.0,False,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Art', 'Adult', 'Novels', 'Adult Fiction', 'Mystery', 'Literature']",9,Netherlands,https://www.goodreads.com//book/show/17333223-the-goldfinch
121,121,Everything and a Happy Ending,Tia Shurina,299.0,8.0,4.25,336,2015.0,False,"['Self Help', 'Autobiography Memoir', 'Adult', 'True Story', 'Spirituality', 'Biography', 'New Adult', 'Biography Autobiography', 'Nonfiction', 'Inspirational']",0,,https://www.goodreads.com//book/show/26264353-everything-and-a-happy-ending
122,122,Everneath,Brodi Ashton,47220.0,4487.0,3.74,370,2012.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Mythology', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Mythology Greek Mythology', 'Fiction']",1,United States,https://www.goodreads.com//book/show/9413044-everneath
123,123,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,67602.0,10587.0,4.34,384,1999.0,True,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Westerns', 'Book Club', 'Adult Fiction', 'Adult', 'Adventure', 'Audiobook']",0,United States,https://www.goodreads.com//book/show/348225.These_Is_My_Words
124,124,Beauty Queens,Libba Bray,53057.0,7798.0,3.62,396,2011.0,False,"['Young Adult', 'Contemporary', 'Humor', 'Fiction', 'LGBT', 'Audiobook', 'Young Adult Teen', 'Adventure', 'Feminism', 'Romance']",5,,https://www.goodreads.com//book/show/9464733-beauty-queens
125,125,Song of Susannah,Stephen King,141167.0,3944.0,3.97,544,2006.0,True,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Westerns', 'Science Fiction Fantasy', 'Audiobook', 'Young Adult', 'Novels']",1,,https://www.goodreads.com//book/show/5093.Song_of_Susannah
126,126,My Love Lies Bleeding,Alyxandra Harvey,17150.0,1246.0,3.96,248,2010.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Teen']",2,,https://www.goodreads.com//book/show/6707693-my-love-lies-bleeding
127,127,Lockdown,Alexander Gordon Smith,18340.0,2368.0,4.11,273,2009.0,True,"['Young Adult', 'Horror', 'Science Fiction Dystopia', 'Science Fiction', 'Thriller', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Suspense']",2,,https://www.goodreads.com//book/show/6420846-lockdown
128,128,The Octunnumi Fosbit Files Prologue,Trevor Alan Foris,9424.0,173.0,4.21,520,2019.0,False,"['Fantasy', 'Fiction', 'Novels', 'Young Adult', 'New Adult', 'Adult', 'Adventure', 'Contemporary', 'Science Fiction Fantasy', 'Childrens Middle Grade']",0,,https://www.goodreads.com//book/show/40034669-the-octunnumi-fosbit-files-prologue
129,129,Going Too Far,Jennifer Echols,38337.0,1692.0,3.92,245,2009.0,False,"['Young Adult', 'Romance', 'Contemporary', 'New Adult', 'Romance Contemporary Romance', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Young Adult Romance', 'Young Adult Young Adult Contemporary', 'Fiction']",2,United States,https://www.goodreads.com//book/show/4570679-going-too-far
130,130,The Rosie Project,Graeme Simsion,472109.0,41133.0,4.02,295,2013.0,True,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Womens Fiction Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook', 'Book Club', 'Cultural Australia']",5,,https://www.goodreads.com//book/show/16181775-the-rosie-project
131,131,UnWholly,Neal Shusterman,49953.0,4562.0,4.25,416,2012.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult Teen', 'Horror', 'Thriller', 'Romance', 'Adventure Survival']",1,,https://www.goodreads.com//book/show/13545075-unwholly
132,132,The Stranger She Married,Donna Hatch,2809.0,429.0,3.94,352,2008.0,True,"['Romance', 'Romance Historical Romance', 'Historical Regency', 'Historical', 'Historical Historical Fiction', 'Fiction', 'Romance Clean Romance', 'Historical Romance Regency Romance', 'Mystery', 'Adult']",0,,https://www.goodreads.com//book/show/4988599-the-stranger-she-married
133,133,This Present Darkness,Frank E. Peretti,95086.0,2108.0,4.23,376,2003.0,True,"['Christian Fiction', 'Fiction', 'Christian', 'Fantasy', 'Thriller', 'Religion', 'Spirituality', 'Religion Faith', 'Religion Christianity', 'Suspense']",0,,https://www.goodreads.com//book/show/17309.This_Present_Darkness
134,134,Reckless Magic,Rachel Higginson,12681.0,955.0,3.98,327,2011.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Magic', 'Romance', 'Romance Paranormal Romance', 'Paranormal Witches', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/10830285-reckless-magic
135,135,The Winner's Curse,Marie Rutkoski,102035.0,12553.0,3.96,355,2014.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Science Fiction Dystopia', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Historical Historical Fiction', 'Historical', 'War']",1,,https://www.goodreads.com//book/show/16069030-the-winner-s-curse
136,136,Falling Kingdoms,Morgan Rhodes,55980.0,7755.0,3.78,412,2012.0,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Romance', 'Fantasy High Fantasy', 'Young Adult Young Adult Fantasy', 'Fiction', 'Adventure', 'Fantasy Epic Fantasy', 'Audiobook']",0,,https://www.goodreads.com//book/show/12954620-falling-kingdoms
137,137,Map of Bones,James Rollins,58824.0,1662.0,4.07,523,2006.0,True,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Suspense', 'Thriller Mystery Thriller', 'Historical Historical Fiction', 'Science Fiction', 'Mystery Crime']",1,Italy,https://www.goodreads.com//book/show/92147.Map_of_Bones
138,138,Bloodsucking Fiends,Christopher Moore,60342.0,2553.0,3.94,300,2004.0,True,"['Humor', 'Fiction', 'Fantasy', 'Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Humor Comedy', 'Horror', 'Romance', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/33454.Bloodsucking_Fiends
139,139,Change of Heart,Jodi Picoult,108444.0,6622.0,3.92,448,2008.0,False,"['Fiction', 'Contemporary', 'Womens Fiction Chick Lit', 'Adult Fiction', 'Drama', 'Adult', 'Realistic Fiction', 'Novels', 'Audiobook', 'Religion']",2,United States,https://www.goodreads.com//book/show/1609451.Change_of_Heart
140,140,The High Lord,Trudi Canavan,55272.0,1631.0,4.11,644,2004.0,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Fantasy High Fantasy', 'Romance', 'Fantasy Epic Fantasy', 'Adventure', 'Childrens', 'Childrens Middle Grade']",1,,https://www.goodreads.com//book/show/28251.The_High_Lord
141,141,The V Girl: A Coming Of Age Story,Mya Robarts,11758.0,1337.0,4.02,340,2015.0,False,"['Romance', 'Young Adult Coming Of Age', 'Young Adult', 'Science Fiction Dystopia', 'War', 'Love', 'Fiction', 'Science Fiction', 'New Adult', 'Apocalyptic Post Apocalyptic']",0,,https://www.goodreads.com//book/show/25437891-the-v-girl
142,142,Magic Burns,Ilona Andrews,76643.0,3755.0,4.31,261,2008.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Vampires', 'Romance', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Adult', 'Fiction']",1,United States,https://www.goodreads.com//book/show/1811543.Magic_Burns
143,143,Saphirblau,Kerstin Gier,82027.0,5368.0,4.15,389,2010.0,True,"['Fantasy', 'Young Adult', 'Science Fiction Time Travel', 'Romance', 'Historical Historical Fiction', 'Science Fiction', 'Fiction', 'Fantasy Paranormal', 'Historical', 'Fantasy Urban Fantasy']",1,United Kingdom,https://www.goodreads.com//book/show/6919272-saphirblau
144,144,Organized Justice,I.K. Spencer,38.0,11.0,4.0,0,2014.0,False,[],0,,https://www.goodreads.com//book/show/20924009-organized-justice
145,145,Never Too Far,Abbi Glines,115321.0,6183.0,4.19,193,2013.0,True,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Young Adult', 'Womens Fiction Chick Lit', 'Adult', 'Adult Fiction Erotica', 'Drama', 'Fiction']",0,United States,https://www.goodreads.com//book/show/17029526-never-too-far
146,146,Blue Noon,Scott Westerfeld,16337.0,870.0,3.86,384,2007.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fiction', 'Science Fiction', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Young Adult Teen', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",0,United States,https://www.goodreads.com//book/show/24769.Blue_Noon
147,147,Highway of Diamonds: An International Travel Adventure,J. Jaye Gold,24.0,20.0,4.92,0,2020.0,False,['Fiction'],0,,https://www.goodreads.com//book/show/55302758-highway-of-diamonds
148,148,Patient Zero,Jonathan Maberry,29319.0,2147.0,3.98,421,2009.0,True,"['Horror', 'Horror Zombies', 'Thriller', 'Fiction', 'Science Fiction', 'Mystery', 'Suspense', 'Audiobook', 'Fantasy', 'Drama']",1,United States,https://www.goodreads.com//book/show/3993839-patient-zero
149,149,The Kiss of Deception,Mary E. Pearson,99177.0,11651.0,3.98,492,2014.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Adventure', 'Fantasy Magic', 'Audiobook', 'Science Fiction Dystopia']",1,,https://www.goodreads.com//book/show/16429619-the-kiss-of-deception
150,150,End of Days,Susan Ee,61901.0,7013.0,4.06,344,2015.0,True,"['Fantasy', 'Young Adult', 'Paranormal Angels', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Romance', 'Apocalyptic Post Apocalyptic', 'Fantasy Urban Fantasy', 'Fiction', 'Paranormal Demons']",1,United States,https://www.goodreads.com//book/show/18500665-end-of-days
151,151,Misguided Angel,Melissa de la Cruz,37887.0,1270.0,3.93,265,2010.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Angels', 'Romance', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction']",0,United States,https://www.goodreads.com//book/show/7747263-misguided-angel
152,152,Making Faces,Amy Harmon,62559.0,8325.0,4.32,405,2013.0,False,"['Romance', 'Contemporary', 'Young Adult', 'Romance Contemporary Romance', 'War Military Fiction', 'Fiction', 'New Adult', 'War', 'Drama', 'Love']",0,,https://www.goodreads.com//book/show/27237358-making-faces
153,153,Obernewtyn,Isobelle Carmody,11314.0,775.0,3.96,256,2003.0,True,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Apocalyptic Post Apocalyptic', 'Young Adult Young Adult Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Adventure']",0,,https://www.goodreads.com//book/show/47916.Obernewtyn
154,154,The Wizard Heir,Cinda Williams Chima,40301.0,1502.0,4.14,458,2008.0,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy', 'Adventure', 'Young Adult Teen', 'Fantasy Paranormal', 'Romance']",0,Canada,https://www.goodreads.com//book/show/500743.The_Wizard_Heir
155,155,Nefertiti,Michelle Moran,35022.0,2664.0,4.06,463,2007.0,False,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Northern Africa Egypt', 'Romance', 'Cultural Africa', 'Adult', 'African Literature Egyptian Literature', 'Adult Fiction', 'History Ancient History']",0,,https://www.goodreads.com//book/show/481446.Nefertiti
156,156,The Golem and the Jinni,Helene Wecker,109343.0,13070.0,4.08,486,2013.0,True,"['Fantasy', 'Historical Historical Fiction', 'Fiction', 'Magical Realism', 'Historical', 'Audiobook', 'Fantasy Urban Fantasy', 'Fantasy Mythology', 'Adult', 'Fantasy Magic']",10,United States,https://www.goodreads.com//book/show/15819028-the-golem-and-the-jinni
157,157,Dissolution,C.J. Sansom,46574.0,2951.0,4.04,456,2004.0,True,"['Historical Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Mystery Crime', 'Mystery Historical Mystery', 'European Literature British Literature', 'English History Tudor Period', 'Thriller Mystery Thriller', 'Thriller']",0,United Kingdom,https://www.goodreads.com//book/show/138685.Dissolution
158,158,A Disturbed Girl Implodes,James   Howell,49.0,4.0,4.39,269,2012.0,True,['Fiction'],0,,https://www.goodreads.com//book/show/15725638-a-disturbed-girl-implodes
159,159,Moonbreeze,Adrienne Woods,4033.0,228.0,4.21,734,2015.0,True,"['Fantasy Dragons', 'Fantasy', 'Romance', 'Young Adult', 'Fantasy Magic', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'New Adult', 'Fantasy Supernatural', 'School Stories Boarding School']",0,,https://www.goodreads.com//book/show/25712564-moonbreeze
160,160,Worm Holes,Kyle Keyes,11783.0,47.0,4.33,296,2017.0,True,"['Drama', 'Fiction', 'Contemporary', 'Novels', 'Book Club', 'Epic', 'Adventure', 'Young Adult', 'Adult', 'New Adult']",0,,https://www.goodreads.com//book/show/34384161-worm-holes
161,161,Perfect Scoundrels,Ally Carter,24296.0,1871.0,4.27,328,2013.0,True,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Adventure', 'Fiction', 'Mystery Crime', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Spy Thriller Espionage']",1,,https://www.goodreads.com//book/show/13580928-perfect-scoundrels
162,162,A Fine Balance,Rohinton Mistry,134206.0,9351.0,4.34,603,2001.0,False,"['Fiction', 'Cultural India', 'Historical Historical Fiction', 'Asian Literature Indian Literature', 'Cultural Canada', 'Cultural Asia', 'Literary Fiction', 'Novels', 'Historical', 'Literature']",9,India,https://www.goodreads.com//book/show/5211.A_Fine_Balance
163,163,Sundays at Tiffany's,James Patterson,66103.0,6184.0,3.77,309,2008.0,False,"['Romance', 'Fiction', 'Womens Fiction Chick Lit', 'Fantasy', 'Contemporary', 'Adult', 'Adult Fiction', 'Romance Contemporary Romance', 'Fantasy Paranormal', 'Mystery']",0,,https://www.goodreads.com//book/show/2029177.Sundays_at_Tiffany_s
164,164,Unwifeable: A Memoir,Mandy Stadtmiller,2348.0,235.0,3.55,321,2018.0,False,"['Autobiography Memoir', 'Nonfiction', 'Humor', 'Biography Memoir', 'Biography Autobiography', 'Womens', 'Biography', 'Feminism', 'Relationships', 'New York']",0,,https://www.goodreads.com//book/show/35297265-unwifeable
165,165,Intuition,Amy A. Bartol,24782.0,953.0,4.27,394,2011.0,True,"['Paranormal Angels', 'Fantasy Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Romance Paranormal Romance', 'New Adult', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction']",0,,https://www.goodreads.com//book/show/13281637-intuition
166,166,The Fallen Star,Jessica Sorensen,28215.0,1681.0,3.91,449,2011.0,True,"['Fantasy Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal Vampires', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Fiction', 'Fantasy Urban Fantasy']",0,,https://www.goodreads.com//book/show/11051889-the-fallen-star
167,167,Life After Life,Kate Atkinson,205325.0,24662.0,3.76,531,2013.0,True,"['Fiction', 'Historical Historical Fiction', 'Fantasy', 'Historical', 'Science Fiction Time Travel', 'Audiobook', 'Literary Fiction', 'Adult', 'War World War II', 'War']",11,,https://www.goodreads.com//book/show/15790842-life-after-life
168,168,Peaches,Jodi Lynn Anderson,12394.0,868.0,3.63,368,2012.0,True,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Teen', 'Young Adult Young Adult Contemporary', 'Young Adult Coming Of Age', 'American Southern']",1,,https://www.goodreads.com//book/show/163460.Peaches
169,169,Hollowland,Amanda Hocking,17957.0,1596.0,3.96,330,2016.0,True,"['Horror Zombies', 'Young Adult', 'Science Fiction Dystopia', 'Horror', 'Fantasy Paranormal', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Romance', 'Fiction', 'Science Fiction']",0,,https://www.goodreads.com//book/show/31351167-hollowland
170,170,Among the Betrayed,Margaret Peterson Haddix,24232.0,1074.0,4.07,160,2002.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Childrens Middle Grade', 'Childrens', 'Fantasy', 'Adventure', 'Childrens Juvenile', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/303460.Among_the_Betrayed
171,171,Accordance,Shelly Crane,27950.0,1106.0,4.27,314,2011.0,True,"['Fantasy Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'New Adult', 'Contemporary', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/12667194-accordance
172,172,Replay,Ken Grimwood,33251.0,3538.0,4.15,311,1998.0,False,"['Fiction', 'Science Fiction', 'Science Fiction Time Travel', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Romance', 'Speculative Fiction', 'Adult', 'Novels']",2,,https://www.goodreads.com//book/show/341735.Replay
173,173,Keeper of the Lost Cities,Shannon Messenger,36583.0,4438.0,4.45,496,2012.0,True,"['Fantasy', 'Childrens Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Childrens', 'Fantasy Magic', 'Mystery', 'Young Adult Young Adult Fantasy', 'Fantasy Elves']",1,United States,https://www.goodreads.com//book/show/12842828-keeper-of-the-lost-cities
174,174,I Know This Much Is True,Wally Lamb,293863.0,9274.0,4.19,897,1999.0,False,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Health Mental Illness', 'Adult', 'Psychology', 'Drama', 'Literature']",1,,https://www.goodreads.com//book/show/227711.I_Know_This_Much_Is_True
175,175,Betrayals,Lili St. Crow,26138.0,850.0,4.08,296,2009.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Urban Fantasy', 'Shapeshifters Werewolves', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Paranormal Shapeshifters']",0,,https://www.goodreads.com//book/show/6371117-betrayals
176,176,The Immortals of Meluha,Amish Tripathi,105405.0,5898.0,4.1,436,2010.0,True,"['Fiction', 'Fantasy', 'Fantasy Mythology', 'Asian Literature Indian Literature', 'Cultural India', 'Historical Historical Fiction', 'Amish', 'Novels', 'Adventure', 'Historical']",0,,https://www.goodreads.com//book/show/7913305-the-immortals-of-meluha
